name,latitude,longitude
Tacos Rodriguez,37.74099473500238,-122.4011723353864
May Catering,0,0
May Catering,37.74897924115537,-122.40240923456066
May Catering,37.717779453626974,-122.39165476517934
Paradise Catering,37.78442049199288,-122.39438063910146
Mike's Catering,37.79875493640093,-122.40179879385386
May Catering,37.75671729983715,-122.38764896299311
May Catering,37.768075885952655,-122.40828959528693
Halal Cart of San Francisco,37.78988987820978,-122.39993041135052
Golden Catering,37.71717416180365,-122.39222247462405
Boulangerie La Camionnette,37.762590159713945,-122.41148385548222
"Expresso Subito, LLC.",37.793673381504675,-122.39846350948633
Let's Be Frank,37.77603906266594,-122.42417557149162
Khalid M Malik,0,0
The Chef Station,37.77336405319086,-122.43787522530337
May Catering,37.7525772700714,-122.40680641715169
Mini Mobile Food Catering,37.76855707131207,-122.40961023629804
Liang Bai Ping,37.72711043338281,-122.3882612881442
Paradise Catering,0,0
May Catering,37.76416012822032,-122.38814226212779
Scotch Bonnet,37.793262206923096,-122.4017890913628
Paradise Catering,37.77102779661401,-122.40731420131276
May Catering,37.71644300214742,-122.38993787932108
Cochinita,37.778384300969044,-122.43878238856672
Paradise Catering,37.794793001017815,-122.40386388586509
"Off the Grid Services, LLC",37.7879095795372,-122.39836076940526
Liang Bai Ping,37.72305650933894,-122.39111194064196
Liang Bai Ping,37.727086633951366,-122.38107444874923
Tacos Rodriguez,37.73911142974502,-122.38246497113636
May Catering,0,0
Mini Mobile Food Catering,0,0
Liang Bai Ping,37.72417289276133,-122.38973542901097
Liang Bai Ping,37.7262494817986,-122.38781536801433
Mini Mobile Food Catering,37.7879000978181,-122.39459403620495
Paradise Catering,0,0
Quan Catering,37.778266576694556,-122.3988359224453
May Catering,0,0
Golden Catering,37.71093379298104,-122.40278453800981
Paradise Catering,37.779463731622464,-122.40886795102314
Yummy Hot Dogs,37.78317542073363,-122.40956831554729
May Catering,37.77632714778992,-122.39179682107691
SF Street Food,37.7865580501799,-122.40103337534973
Swell Cream & Coffee,37.74255037355925,-122.49267708221483
May Catering,37.77433766636957,-122.39405328631256
May Catering,37.76668985738672,-122.3971823227805
Paradise Catering,37.77823283967358,-122.4108229895066
Quan Catering,37.79405318373291,-122.39734769332577
Paradise Catering,37.77571285897462,-122.40695037968601
May Catering,37.75924591902612,-122.38791737699125
"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",0,0
Mini Mobile Food Catering,37.787076530384326,-122.39298262422754
Mike's Catering,37.75369989994381,-122.39006834690777
Mini Mobile Food Catering,37.739378669437315,-122.38633794515339
Paradise Catering,37.77407092896163,-122.41290398690825
Taqueria Lolita,37.73944545286909,-122.39301498669842
Mike's Catering,0,0
Tacos Rodriguez,37.73967879180792,-122.38649338455488
Cochinita,37.752822368121485,-122.4055319192157
Paradise Catering,37.77423022913094,-122.402102214519
May Catering,37.76582045448316,-122.41196835791213
Liang Bai Ping,37.72695076437817,-122.3879799562619
Quan Catering,0,0
Yummy Hot Dogs,37.78283416369839,-122.408837940446
Liang Bai Ping,37.7266647697066,-122.38414422460619
Quan Catering,37.70937546400143,-122.40415437850858
Isidoro Serrano,37.756877451535736,-122.41857988947626
May Catering,37.764038182817366,-122.41375751658944
Ziaurehman Amini,37.793213731663414,-122.39704303671823
Liang Bai Ping,37.72441324329633,-122.39015723961076
Liang Bai Ping,0,0
Esmeli Catering,0,0
Liang Bai Ping,37.72439752974338,-122.39150511638297
Treats by the Bay LLC,37.769124412168054,-122.39147491124585
Authentic India,37.776736212750116,-122.41639493007732
May Catering,37.74761607223309,-122.40197697572432
Cochinita,37.778863135500174,-122.39644435935813
"Bay Area Dots, LLC",0,0
Breakfast Embed,37.772483606822554,-122.39181160681602
Liang Bai Ping,37.72648516321647,-122.38323245870731
May Catering,37.77407484105827,-122.39066845814578
Paradise Catering,37.77704787514934,-122.4070350934507
"Expresso Subito, LLC.",37.788457028828915,-122.3998841605663
El Calamar Perubian Food Truck,37.75281482922111,-122.40566264191837
La Jefa,37.79183426305553,-122.40127961659626
May Catering,37.749945285757114,-122.40042088443762
Let's Be Frank,37.776566896519526,-122.42339537672727
Mike's Catering,37.750048825970445,-122.39967205970898
Street Meet,37.787539893467496,-122.39772670915164
May Catering,37.74795496456781,-122.39579738491634
La Jefa,37.769124412168054,-122.39147491124585
Union Square Business Improvement District,0,0
May Catering,37.764452392765065,-122.41267189164454
May Catering,37.7194317184807,-122.39813950691418
Cochinita,37.77775521656862,-122.394807823179
Mike's Catering,0,0
Paradise Catering,37.77900126791777,-122.40448509035792
Paradise Catering,37.78715774417398,-122.39544760515228
Mini Mobile Food Catering,0,0
"Casey's Pizza, LLC",37.788778723377995,-122.40257456841074
Mini Mobile Food Catering,37.77369415247486,-122.40965844135582
Liang Bai Ping,37.72670967536868,-122.38529469118737
Halal Cart of San Francisco,37.793871507150634,-122.39486523862108
Liang Bai Ping,37.78813947887162,-122.39257951537353
Kid Abelha - Brazilian Hamburgers,37.74688946752009,-122.39651029019326
Mike's Catering,37.753679978967476,-122.39041453229369
May Catering,37.762476819591,-122.41181900367852
